Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
HG01858	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01858_H2	0.7412730144129801	1.3842296936279659
HG01859	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01859_H1	0.7525612103650284	1.41984115917605
HG01859	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01859_H2	0.7588685589678391	1.4116512026595136
HG01860	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01860_H1	0.739810494613081	1.4138960885747507
HG01860	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01860_H2	0.7566023564457101	1.4565608453079353
HG01861	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01861_H1	0.746590153647901	1.3948965047628228
HG01861	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01861_H2	0.7545377200241553	1.3604533090690567
HG01862	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01862_H1	0.7397025411919592	1.3991174745948456
HG01862	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01862_H2	0.7534577795856878	1.4058648617634872
HG01863	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01863_H1	0.7506013747437433	1.4131677122222859
HG01863	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01863_H2	0.7595843684124935	1.4224046384244646
HG01864	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01864_H1	0.7386290327192117	1.4192178706829948
HG01864	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01864_H2	0.7406029181897656	1.38769783742288
HG01865	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01865_H1	0.7439273996862643	1.3563516098258648
HG01865	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01865_H2	0.7626656917177645	1.4111816611515038
HG01866	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01866_H1	0.7417058165098104	1.369996407321147
HG01866	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01866_H2	0.7284630564302806	1.3642983745453618
HG01867	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01867_H1	0.7426248893115989	1.397408415328401
HG01867	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01867_H2	0.7321672395745863	1.3686630693688233
HG01868	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01868_H1	0.7512934378174795	1.3995718488577669
HG01868	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01868_H2	0.7575660446812964	1.4148758186271462
HG01869	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01869_H1	0.7575574577236253	1.4015577325921813
HG01869	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01869_H2	0.7434515729001916	1.4128961043181394
HG01870	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01870_H1	0.733089236608178	1.4123264399206237
HG01870	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01870_H2	0.7450697180985026	1.4041441530223908
HG01871	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01871_H1	0.760889831432748	1.3869041993903362
HG01871	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01871_H2	0.7343697661096938	1.4000189498685833
HG01872	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01872_H1	0.7340042611042629	1.4211455168728029
HG01872	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01872_H2	0.751447254326197	1.3529309720192373
HG01873	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01873_H1	0.7481253794527427	1.3974663292519978
HG01873	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01873_H2	0.7402456368905884	1.38514360751476
HG01874	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01874_H1	0.7635202153659275	1.3791573719614891
HG01874	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01874_H2	0.7361398210845765	1.3798185514784507
HG01878	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01878_H1	0.7482470564677726	1.3847472226497402
HG01878	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01878_H2	0.7511821886395689	1.383427067412696
HG01917	Peruvian in Lima, Peru	1000G	0	HG01917_H1	0.6031430439298291	0.33951874037800134
HG01917	Peruvian in Lima, Peru	1000G	1	HG01917_H2	0.5712354234295727	0.17014017313584248
HG01920	Peruvian in Lima, Peru	1000G	0	HG01920_H1	0.6534952352857805	0.4253769186232006
HG01920	Peruvian in Lima, Peru	1000G	1	HG01920_H2	0.6629123804439502	0.4835338843240054
HG01923	Peruvian in Lima, Peru	1000G	0	HG01923_H1	0.652043560419368	0.43910527637627467
HG01923	Peruvian in Lima, Peru	1000G	1	HG01923_H2	0.6292019590970043	0.4059231733613031
HG01953	Peruvian in Lima, Peru	1000G	0	HG01953_H1	0.6086465201729868	0.3343685460048907
HG01953	Peruvian in Lima, Peru	1000G	1	HG01953_H2	0.6102981863046331	0.2929843696962588
HG01954	Peruvian in Lima, Peru	1000G	0	HG01954_H1	0.6316279906100785	0.32403242221332357
HG01954	Peruvian in Lima, Peru	1000G	1	HG01954_H2	0.6419756954413993	0.36213065742107614
HG01961	Peruvian in Lima, Peru	1000G	0	HG01961_H1	0.6763543116876913	0.5006034449056768
HG01961	Peruvian in Lima, Peru	1000G	1	HG01961_H2	0.6565954544167604	0.48847497569192566
HG01997	Peruvian in Lima, Peru	1000G	0	HG01997_H1	0.6413974055545328	0.37622983236802576
HG01997	Peruvian in Lima, Peru	1000G	1	HG01997_H2	0.6065597898056769	0.2206573196815002
HG02020	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02020_H1	0.7312287935954928	1.3997559041329486
HG02020	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02020_H2	0.7276209630290673	1.367218097026715
HG02023	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02023_H1	0.7277280439458126	1.4070655378027535
HG02023	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02023_H2	0.731537965818192	1.403925270751119
HG02025	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02025_H1	0.7602312118063003	1.4170167465760224
HG02025	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02025_H2	0.7413138231644438	1.4093633368663943
HG02026	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02026_H1	0.7697708026393992	1.442571639532329
HG02026	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02026_H2	0.7249774880263676	1.4117301480424693
HG02031	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02031_H1	0.738564164754282	1.4361897437340234
HG02031	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02031_H2	0.7477452602091456	1.4399938773145589
HG02032	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02032_H1	0.7509263822167216	1.4318897276371583
HG02032	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02032_H2	0.7562350933776493	1.422403490811057
HG02035	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02035_H1	0.7439723236288324	1.3925280835550649
HG02035	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02035_H2	0.7297867367623364	1.3850746325640293
HG02047	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02047_H1	0.7402520052745674	1.4073392414523362
HG02047	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02047_H2	0.7547736392888871	1.3877465114773297
HG02048	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02048_H1	0.7363598121820869	1.3854304691219703
HG02048	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02048_H2	0.751344618414723	1.3614715715962298
HG02049	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02049_H1	0.7366130853107526	1.39324922728258
HG02049	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02049_H2	0.7421190522085799	1.3952548717315996
HG02050	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02050_H1	0.7372071301988105	1.3944318440937502
HG02050	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02050_H2	0.753066426020108	1.400504115465031
HG02060	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02060_H1	0.7468296172244175	1.385086943149577
HG02060	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02060_H2	0.7555786834274211	1.399259966566672
HG02061	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02061_H1	0.7483474711097138	1.3895717372359975
HG02061	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02061_H2	0.7365920908247	1.3673237081015652
HG02064	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02064_H1	0.7208077256501692	1.3997336641392908
HG02064	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02064_H2	0.7492068661826277	1.3953191785424068
HG02067	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02067_H1	0.7389291188601027	1.379900715457843
HG02067	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02067_H2	0.7361062598874081	1.3876984015346192
HG02069	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02069_H1	0.7216795599457124	1.402734059167675
HG02069	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02069_H2	0.7356783389601792	1.3341813347545366
HG02070	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02070_H1	0.7566287082902073	1.3886799323817378
HG02070	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02070_H2	0.7295878590576147	1.3852176562549545
HG02078	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02078_H1	0.7583108199033414	1.385803650618356
HG02078	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02078_H2	0.7450248390255122	1.445435064981542
HG02079	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02079_H1	0.7379774051327039	1.4306047653769778
HG02079	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02079_H2	0.7337979038187314	1.4097498563955941
HG02086	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02086_H1	0.7387894625538607	1.3908925284407412
HG02086	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02086_H2	0.7421866738282551	1.383084341478088
HG02087	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02087_H1	0.7411713530852136	1.3799995965958998
HG02087	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02087_H2	0.7334168106102651	1.4083997751976065
HG02088	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02088_H1	0.7400861311298252	1.4206751807897149
HG02088	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02088_H2	0.7481574648781527	1.4308618220228853
HG02104	Peruvian in Lima, Peru	1000G	0	HG02104_H1	0.6045929596952268	0.3494634680035072
HG02104	Peruvian in Lima, Peru	1000G	1	HG02104_H2	0.6395903951759707	0.3418399299939122
HG02105	Peruvian in Lima, Peru	1000G	0	HG02105_H1	0.6630793345308293	0.34171170158040975
HG02105	Peruvian in Lima, Peru	1000G	1	HG02105_H2	0.6620400033528823	0.46493574151965866
HG02113	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02113_H1	0.7518309883649568	1.3854087119784788
HG02113	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02113_H2	0.7509379888382772	1.3958353896355622
HG02116	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02116_H1	0.748133525315017	1.3543259855129164
HG02116	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02116_H2	0.7529261089107688	1.3696567545599185
HG02121	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02121_H1	0.7336094199167598	1.3783716597991615
HG02121	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02121_H2	0.7469784204832781	1.3894619837449984
HG02122	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02122_H1	0.7434883037156877	1.4271386986208459
HG02122	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02122_H2	0.7271118969172939	1.4356537229209079
HG02127	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02127_H1	0.7439122877349901	1.395842667315477
HG02127	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02127_H2	0.7436351928812964	1.424686155223234
HG02128	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02128_H1	0.7458896900243219	1.350263988998037
HG02128	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02128_H2	0.7467975984826757	1.3865433468645245
HG02138	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02138_H1	0.7222992402925755	1.3796405050340947
HG02138	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02138_H2	0.7435153646998898	1.3785729896081744
HG02139	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02139_H1	0.7379267571681051	1.392592970853441
HG02139	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02139_H2	0.7464898171897503	1.3878611523698536
HG02141	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02141_H1	0.755946284772074	1.3754168537958613
HG02141	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02141_H2	0.7407703991954377	1.3850143207913275
HG02142	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG02142_H1	0.725408009415176	1.1812377538875056
HG02142	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG02142_H2	0.7085302948954356	1.0776649579443054
HG02150	Peruvian in Lima, Peru	1000G	0	HG02150_H1	0.6475267338858632	0.3867752783106474
HG02150	Peruvian in Lima, Peru	1000G	1	HG02150_H2	0.6548958334542566	0.43397367449891366
HG02151	Chinese Dai in Xishuangbanna	1000G	0	HG02151_H1	0.7548496925249438	1.4136097449519907
HG02151	Chinese Dai in Xishuangbanna	1000G	1	HG02151_H2	0.7265119668905565	1.4026877320831634
HG02152	Chinese Dai in Xishuangbanna	1000G	0	HG02152_H1	0.7512091287924939	1.4370544598103336
HG02152	Chinese Dai in Xishuangbanna	1000G	1	HG02152_H2	0.7481620858260124	1.44005199072614
HG02153	Chinese Dai in Xishuangbanna	1000G	0	HG02153_H1	0.7430841775343299	1.3993255799551976
HG02153	Chinese Dai in Xishuangbanna	1000G	1	HG02153_H2	0.7449584139930618	1.4096530378303265
HG02154	Chinese Dai in Xishuangbanna	1000G	0	HG02154_H1	0.7636615900922191	1.4208821166014651
HG02154	Chinese Dai in Xishuangbanna	1000G	1	HG02154_H2	0.758384378147614	1.4477806912415143
HG02156	Chinese Dai in Xishuangbanna	1000G	0	HG02156_H1	0.758647910224796	1.4350572511050508
HG02156	Chinese Dai in Xishuangbanna	1000G	1	HG02156_H2	0.7371276364015439	1.4284977856910446
HG02164	Chinese Dai in Xishuangbanna	1000G	0	HG02164_H1	0.7397892096786207	1.4265656507871187
HG02164	Chinese Dai in Xishuangbanna	1000G	1	HG02164_H2	0.7514266924593284	1.4105135058617932
HG02166	Chinese Dai in Xishuangbanna	1000G	0	HG02166_H1	0.7530144027024581	1.4453760013164714
HG02166	Chinese Dai in Xishuangbanna	1000G	1	HG02166_H2	0.7512557126207311	1.4626816515199113
HG02179	Chinese Dai in Xishuangbanna	1000G	0	HG02179_H1	0.7343381732564641	1.3991188276370354
HG02179	Chinese Dai in Xishuangbanna	1000G	1	HG02179_H2	0.7458130700295239	1.4157447131316585
HG02180	Chinese Dai in Xishuangbanna	1000G	0	HG02180_H1	0.7567772970836648	1.4531535908814064
HG02180	Chinese Dai in Xishuangbanna	1000G	1	HG02180_H2	0.7639654741789448	1.4778371706044262
HG02181	Chinese Dai in Xishuangbanna	1000G	0	HG02181_H1	0.7453956692173704	1.4196510338741204
HG02181	Chinese Dai in Xishuangbanna	1000G	1	HG02181_H2	0.7384576734702847	1.4353911881633097
HG02182	Chinese Dai in Xishuangbanna	1000G	0	HG02182_H1	0.7532306842235554	1.4490016286417544
HG02182	Chinese Dai in Xishuangbanna	1000G	1	HG02182_H2	0.7543740652490843	1.447560432127396
HG02184	Chinese Dai in Xishuangbanna	1000G	0	HG02184_H1	0.7550091335381073	1.4305815423354813
HG02184	Chinese Dai in Xishuangbanna	1000G	1	HG02184_H2	0.7538760801718711	1.4436045202868937
HG02185	Chinese Dai in Xishuangbanna	1000G	0	HG02185_H1	0.7682756644160371	1.432562813253035
HG02185	Chinese Dai in Xishuangbanna	1000G	1	HG02185_H2	0.7319557145787065	1.4104427206340828
HG02186	Chinese Dai in Xishuangbanna	1000G	0	HG02186_H1	0.7581091356290344	1.4274859742837205
HG02186	Chinese Dai in Xishuangbanna	1000G	1	HG02186_H2	0.7424642891640136	1.4428309148685736
HG02187	Chinese Dai in Xishuangbanna	1000G	0	HG02187_H1	0.7387763779424621	1.4469689896445148
HG02187	Chinese Dai in Xishuangbanna	1000G	1	HG02187_H2	0.7404596048584037	1.4722634427144143
HG02188	Chinese Dai in Xishuangbanna	1000G	0	HG02188_H1	0.7525820286994824	1.4441868089253858
HG02188	Chinese Dai in Xishuangbanna	1000G	1	HG02188_H2	0.741949897230476	1.4606346353561228
HG02190	Chinese Dai in Xishuangbanna	1000G	0	HG02190_H1	0.7525096553057095	1.4252115571211597
HG02190	Chinese Dai in Xishuangbanna	1000G	1	HG02190_H2	0.7497635959310319	1.4411043870171454
HG02215	British from England and Scotland	1000G	0	HG02215_H1	0.4661562398774035	-1.3598858220045145
HG02215	British from England and Scotland	1000G	1	HG02215_H2	0.46225517713944536	-1.3810836030043014
HG02219	Iberian Populations in Spain	1000G	0	HG02219_H1	0.4086690177491496	-1.353543028462785
HG02219	Iberian Populations in Spain	1000G	1	HG02219_H2	0.41509335662480823	-1.3727573904974304
HG02220	Iberian Populations in Spain	1000G	0	HG02220_H1	0.4237606300522128	-1.3644288515854721
HG02220	Iberian Populations in Spain	1000G	1	HG02220_H2	0.4268744036215351	-1.3232789261372238
HG02221	Iberian Populations in Spain	1000G	0	HG02221_H1	0.39497473042463993	-1.3777134131162247
HG02221	Iberian Populations in Spain	1000G	1	HG02221_H2	0.42347874104008915	-1.3269702443700002
HG02223	Iberian Populations in Spain	1000G	0	HG02223_H1	0.42328560814019206	-1.3640459791272859
HG02223	Iberian Populations in Spain	1000G	1	HG02223_H2	0.4036855742470888	-1.3477998354997047
HG02224	Iberian Populations in Spain	1000G	0	HG02224_H1	0.4422741222259863	-1.3492702830551286
HG02224	Iberian Populations in Spain	1000G	1	HG02224_H2	0.44135000854804013	-1.3844911953948271
HG02230	Iberian Populations in Spain	1000G	0	HG02230_H1	0.4334210543595855	-1.388806737664219
HG02230	Iberian Populations in Spain	1000G	1	HG02230_H2	0.43561362444322266	-1.3784185460039786
HG02231	Iberian Populations in Spain	1000G	0	HG02231_H1	0.41551884360855795	-1.365135136073222
HG02231	Iberian Populations in Spain	1000G	1	HG02231_H2	0.4196149196101668	-1.3577679890732484
HG02232	Iberian Populations in Spain	1000G	0	HG02232_H1	0.36914162535618383	-1.3514170078504228
HG02232	Iberian Populations in Spain	1000G	1	HG02232_H2	0.39707509158803805	-1.3740385250871465
HG02233	Iberian Populations in Spain	1000G	0	HG02233_H1	0.37975245816246583	-1.3412756507174637
HG02233	Iberian Populations in Spain	1000G	1	HG02233_H2	0.3932556553272886	-1.3297895902794012
HG02235	Iberian Populations in Spain	1000G	0	HG02235_H1	0.414785619365654	-1.3580681811601196
HG02235	Iberian Populations in Spain	1000G	1	HG02235_H2	0.39257597850165077	-1.3160898976695892
HG02236	Iberian Populations in Spain	1000G	0	HG02236_H1	0.4188159242631368	-1.3639203271736087
HG02236	Iberian Populations in Spain	1000G	1	HG02236_H2	0.40388872816493204	-1.3372932810032976
HG02239	Iberian Populations in Spain	1000G	0	HG02239_H1	0.39204890572580947	-1.3510495063345531
HG02239	Iberian Populations in Spain	1000G	1	HG02239_H2	0.3726165333462626	-1.2594117330109207
HG02250	Chinese Dai in Xishuangbanna	1000G	0	HG02250_H1	0.7495577604989079	1.4093844954578563
HG02250	Chinese Dai in Xishuangbanna	1000G	1	HG02250_H2	0.7372044712718719	1.4155701955351383
HG02259	Peruvian in Lima, Peru	1000G	0	HG02259_H1	0.6435933399629563	0.5104370230566702
HG02259	Peruvian in Lima, Peru	1000G	1	HG02259_H2	0.6617911686501203	0.4694020109993137
HG02265	Peruvian in Lima, Peru	1000G	0	HG02265_H1	0.6323696240070715	0.34982383692969643
HG02265	Peruvian in Lima, Peru	1000G	1	HG02265_H2	0.660316241473742	0.3911709154035968
HG02266	Peruvian in Lima, Peru	1000G	0	HG02266_H1	0.6286086411746193	0.43232005808105534
HG02266	Peruvian in Lima, Peru	1000G	1	HG02266_H2	0.6440518681211653	0.40114433560867746
HG02275	Peruvian in Lima, Peru	1000G	0	HG02275_H1	0.6692810982825665	0.4491065668916591
HG02275	Peruvian in Lima, Peru	1000G	1	HG02275_H2	0.6472057608461941	0.41289632690248346
HG02278	Peruvian in Lima, Peru	1000G	0	HG02278_H1	0.6030523202935357	0.38856111524016396
HG02278	Peruvian in Lima, Peru	1000G	1	HG02278_H2	0.6139461099100003	0.3387967551006018
HG02351	Chinese Dai in Xishuangbanna	1000G	0	HG02351_H1	0.7371315728536656	1.3888534353749555
HG02351	Chinese Dai in Xishuangbanna	1000G	1	HG02351_H2	0.7362937810668383	1.421702841650078
HG02353	Chinese Dai in Xishuangbanna	1000G	0	HG02353_H1	0.7406819046069906	1.4239658823776198
HG02353	Chinese Dai in Xishuangbanna	1000G	1	HG02353_H2	0.7432663575359445	1.452025782947467
HG02355	Chinese Dai in Xishuangbanna	1000G	0	HG02355_H1	0.7434897280925531	1.424881577400979
HG02355	Chinese Dai in Xishuangbanna	1000G	1	HG02355_H2	0.7613056890517368	1.4293205856627818
HG02360	Chinese Dai in Xishuangbanna	1000G	0	HG02360_H1	0.7426509931620233	1.4309280498940633
HG02360	Chinese Dai in Xishuangbanna	1000G	1	HG02360_H2	0.7419462033835981	1.4278043856048577
HG02364	Chinese Dai in Xishuangbanna	1000G	0	HG02364_H1	0.7317909471898472	1.4550809707119388
HG02364	Chinese Dai in Xishuangbanna	1000G	1	HG02364_H2	0.7163565866275435	1.460198130343747
HG02367	Chinese Dai in Xishuangbanna	1000G	0	HG02367_H1	0.7417754056883827	1.4232523181227918
